device_id,device_type,purchase_date,purchase_year,purchase_month,purchase_month_name,age,expected_age,age_validation_flag,device_age_band,manufacturer,model,country,maintenance_cost_original,maintenance_cost,maintenance_cost_quality_flag,downtime_hours,maintenance_frequency,failure_event_count,failure_flag,failure_status,maintenance_class,maintenance_severity,maintenance_report,failure_type,risk_score,operational_risk_level,replacement_review_flag
MD03449,Defibrillator,2018-04-23,2018,4,April,7,7,Matched,7-9 Years,CardioSync,Model-100,France,7115.349585060145,7115.349585060145,Valid,7.93,3,0,0,No Failure Reported,1,Low,Component component upgrade after detecting overheating; functionality restored. log cleaned low priority fault,Overheating,0,Low,Monitor
MD01208,Infusion Pump,2016-04-14,2016,4,April,9,9,Matched,7-9 Years,ScanPro,Model-650,UK,7119.828504051252,7119.828504051252,Valid,4.73,4,3,1,Failure Reported,2,Medium,System performance degraded due to circuit failure; mitigation via system reset. reviewed logs component review,Electerical Issue,2,Medium,Review for Replacement
MD04478,Defibrillator,2023-02-21,2023,2,February,2,2,Matched,0-3 Years,CardioSync,Model-300,France,5826.97518794452,5826.97518794452,Valid,3.75,3,2,1,Failure Reported,1,Low,sensor misalignment caused operational delay; software patch initiated. software reset minor issue,Sensor Issue,0,Low,Monitor
MD03163,Defibrillator,2014-12-05,2014,12,December,11,11,Matched,10+Years,ScanPro,Model-600,Italy,2035.048545747254,2035.048545747254,Valid,6.72,1,0,0,No Failure Reported,1,Low,circuit failure caused operational delay; inspection initiated. quick fix log file cleared,Electerical Issue,1,Low,Monitor
MD01773,CT Scanner,2022-12-13,2022,12,December,3,3,Matched,0-3 Years,MedEquip,Model-150,France,-1838.353828900905,1838.353828900905,Negative Cost Corrected,0.95,4,3,1,Failure Reported,1,Low,Routine check completed; overheating observed during diagnostics. log cleaned temporary glitch,Overheating,1,Low,Monitor
MD04730,CT Scanner,2015-08-09,2015,8,August,10,10,Matched,10+Years,ImagingTech,Model-500,Italy,3277.1054394211824,3277.1054394211824,Valid,9.51,3,2,1,Failure Reported,1,Low,System performance degraded due to software crash; mitigation via component upgrade. log cleaned routine reset,Software/Data Issue,1,Low,Monitor
MD02725,X-Ray Machine,2017-04-25,2017,4,April,8,8,Matched,7-9 Years,CardioSync,Model-350,Canada,4023.000153491989,4023.000153491989,Valid,6.64,5,1,1,Failure Reported,3,High,Component component upgrade after detecting data lag; functionality restored. sensor replaced sensor replacement,Sensor Issue,2,Medium,Monitor
MD00066,PET Scanner,2014-10-28,2014,10,October,11,11,Matched,10+Years,ScanPro,Model-650,France,1092.168014835866,1092.168014835866,Valid,7.69,4,1,1,Failure Reported,1,Low,Routine check completed; circuit failure observed during diagnostics. quick fix system check passed,Electerical Issue,1,Low,Monitor
MD00691,Infusion Pump,2013-05-25,2013,5,May,12,12,Matched,10+Years,ImagingTech,Model-150,Italy,7400.945971856279,7400.945971856279,Valid,9.89,2,0,0,No Failure Reported,2,Medium,System performance degraded due to voltage spike; mitigation via system reset. component issue moderate delay,Electerical Issue,1,Low,Monitor
MD01116,Infusion Pump,2014-05-15,2014,5,May,11,11,Matched,10+Years,MedEquip,Model-100,Canada,9059.227759491938,9059.227759491938,Valid,20.6,5,2,1,Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. sensor replaced critical malfunction,Battery Issue,3,Medium,Monitor
MD04568,X-Ray Machine,2013-11-09,2013,11,November,12,12,Matched,10+Years,UltraMed,Model-550,Canada,12650.263961663888,12650.263961663888,Valid,14.04,2,0,0,No Failure Reported,2,Medium,Component inspection after detecting overheating; functionality restored. moderate delay component review,Overheating,2,Medium,Monitor
MD05337,PET Scanner,2014-04-08,2014,4,April,11,11,Matched,10+Years,ScanPro,Model-650,Japan,3859.323687891527,3859.323687891527,Valid,10.53,1,5,1,Failure Reported,1,Low,System performance degraded due to software crash; mitigation via inspection. log cleaned quick fix,Software/Data Issue,2,Medium,Review for Replacement
MD03442,X-Ray Machine,2018-05-26,2018,5,May,7,7,Matched,7-9 Years,ScanPro,Model-500,Italy,10385.379986216163,10385.379986216163,Valid,15.44,1,4,1,Failure Reported,2,Medium,Component inspection after detecting circuit failure; functionality restored. reviewed logs non-critical warning,Electerical Issue,2,Medium,Monitor
MD01353,X-Ray Machine,2021-03-06,2021,3,March,4,4,Matched,4-6 Years,ImagingTech,Model-100,France,13746.23299735143,13746.23299735143,Valid,9.62,5,2,1,Failure Reported,3,High,sensor misalignment caused operational delay; firmware update initiated. data loss critical malfunction,Sensor Issue,2,Medium,Monitor
MD02937,MRI Scanner,2021-02-15,2021,2,February,4,4,Matched,4-6 Years,ImagingTech,Model-650,USA,5331.440424228087,5331.440424228087,Valid,5.99,5,4,1,Failure Reported,1,Low,Component recalibration after detecting data lag; functionality restored. software reset low priority fault,Software/Data Issue,1,Low,Monitor
MD02945,PET Scanner,2021-10-24,2021,10,October,4,4,Matched,4-6 Years,ImagingTech,Model-200,USA,6046.594164507476,6046.594164507476,Valid,9.56,1,2,1,Failure Reported,2,Medium,Component system reset after detecting battery wear; functionality restored. driver update performance warning,Battery Issue,0,Low,Monitor
MD01126,CT Scanner,2015-06-15,2015,6,June,10,10,Matched,10+Years,ScanPro,Model-500,USA,25314.057166541857,25314.057166541857,Valid,20.09,2,2,1,Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. data loss high priority failure,Software/Data Issue,4,High,Review for Replacement
MD05176,CT Scanner,2022-01-24,2022,1,January,3,3,Matched,0-3 Years,MedEquip,Model-400,Italy,1855.1432643130845,1855.1432643130845,Valid,1.12,4,0,0,No Failure Reported,1,Low,software crash caused operational delay; system reset initiated. software reset quick fix,Software/Data Issue,0,Low,Monitor
MD03028,X-Ray Machine,2016-09-14,2016,9,September,9,9,Matched,7-9 Years,CardioSync,Model-150,USA,10223.279520986687,10223.279520986687,Valid,12.01,5,5,1,Failure Reported,2,Medium,data lag caused operational delay; inspection initiated. reviewed logs component review,General Maintenance,2,Medium,Review for Replacement
MD00959,Infusion Pump,2018-02-25,2018,2,February,7,7,Matched,7-9 Years,ImagingTech,Model-200,Italy,6099.466437572092,6099.466437572092,Valid,1.92,3,1,1,Failure Reported,1,Low,sensor misalignment caused operational delay; recalibration initiated. minor issue temporary glitch,Sensor Issue,0,Low,Monitor
MD01675,MRI Scanner,2022-12-24,2022,12,December,3,3,Matched,0-3 Years,RescueTech,Model-650,Japan,6985.846531854088,6985.846531854088,Valid,1.31,4,1,1,Failure Reported,1,Low,Component system reset after detecting software crash; functionality restored. software reset quick fix,Software/Data Issue,0,Low,Monitor
MD01921,X-Ray Machine,2014-07-07,2014,7,July,11,11,Matched,10+Years,ImagingTech,Model-150,Japan,6064.633858761849,6064.633858761849,Valid,2.59,4,1,1,Failure Reported,1,Low,software crash caused operational delay; software patch initiated. minor issue temporary glitch,Software/Data Issue,1,Low,Monitor
MD00887,X-Ray Machine,2023-08-05,2023,8,August,2,2,Matched,0-3 Years,ScanPro,Model-550,Canada,3868.348610733117,3868.348610733117,Valid,2.8,3,0,0,No Failure Reported,1,Low,circuit failure caused operational delay; firmware update initiated. minor issue quick fix,Electerical Issue,0,Low,Monitor
MD03710,MRI Scanner,2020-12-13,2020,12,December,5,5,Matched,4-6 Years,ScanPro,Model-300,Canada,7269.194175687582,7269.194175687582,Valid,5.94,4,3,1,Failure Reported,2,Medium,data lag caused operational delay; recalibration initiated. moderate delay component review,General Maintenance,1,Low,Monitor
MD03241,MRI Scanner,2022-11-06,2022,11,November,3,3,Matched,0-3 Years,MedEquip,Model-100,Italy,24390.54564185114,24390.54564185114,Valid,3.94,1,3,1,Failure Reported,3,High,Component component upgrade after detecting battery wear; functionality restored. critical failure high priority failure,Battery Issue,3,Medium,Review for Replacement
MD04062,Infusion Pump,2015-02-11,2015,2,February,10,10,Matched,10+Years,MedEquip,Model-250,UK,-1105.907095530372,1105.907095530372,Negative Cost Corrected,7.56,4,2,1,Failure Reported,1,Low,Routine check completed; voltage spike observed during diagnostics. minor issue system check passed,Electerical Issue,1,Low,Monitor
MD01763,PET Scanner,2020-10-08,2020,10,October,5,5,Matched,4-6 Years,RescueTech,Model-500,France,6119.2081757392925,6119.2081757392925,Valid,29.61,2,2,1,Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure,Battery Issue,2,Medium,Monitor
MD00505,Infusion Pump,2021-06-14,2021,6,June,4,4,Matched,4-6 Years,UltraMed,Model-400,France,14360.086880101104,14360.086880101104,Valid,22.07,1,1,1,Failure Reported,3,High,circuit failure caused operational delay; recalibration initiated. reboot failed hardware fault,Electerical Issue,3,Medium,Review for Replacement
MD01305,PET Scanner,2022-08-30,2022,8,August,3,3,Matched,0-3 Years,MedEquip,Model-200,USA,17178.681626962898,17178.681626962898,Valid,10.05,3,2,1,Failure Reported,3,High,Routine check completed; abnormal sound observed during diagnostics. critical failure emergency shutdown,Mechanical Issue,2,Medium,Monitor
MD00654,MRI Scanner,2018-10-24,2018,10,October,7,7,Matched,7-9 Years,ImagingTech,Model-650,Canada,9861.90434316903,9861.90434316903,Valid,11.24,4,3,1,Failure Reported,1,Low,Component component upgrade after detecting circuit failure; functionality restored. minor issue routine reset,Electerical Issue,1,Low,Monitor
MD00790,X-Ray Machine,2022-09-04,2022,9,September,3,3,Matched,0-3 Years,ImagingTech,Model-300,Italy,3437.674050858082,3437.674050858082,Valid,4.51,2,2,1,Failure Reported,1,Low,Routine check completed; data lag observed during diagnostics. log cleaned quick fix,General Maintenance,0,Low,Monitor
MD04840,Infusion Pump,2019-09-24,2019,9,September,6,6,Matched,4-6 Years,RescueTech,Model-200,Italy,6828.397167065727,6828.397167065727,Valid,7.14,3,1,1,Failure Reported,1,Low,overheating caused operational delay; recalibration initiated. minor issue system check passed,Overheating,0,Low,Monitor
MD01963,Infusion Pump,2022-10-20,2022,10,October,3,3,Matched,0-3 Years,UltraMed,Model-400,France,4367.314952379358,4367.314952379358,Valid,7.69,5,3,1,Failure Reported,2,Medium,battery wear caused operational delay; firmware update initiated. moderate delay moderate delay,Battery Issue,1,Low,Monitor
MD05120,Defibrillator,2023-08-01,2023,8,August,2,2,Matched,0-3 Years,ScanPro,Model-600,Italy,8209.28843725433,8209.28843725433,Valid,5.7,4,2,1,Failure Reported,1,Low,Routine check completed; data lag observed during diagnostics. minor issue routine reset,General Maintenance,0,Low,Monitor
MD00272,Defibrillator,2023-04-18,2023,4,April,2,2,Matched,0-3 Years,MedEquip,Model-400,Italy,20247.48835981527,20247.48835981527,Valid,11.47,3,4,1,Failure Reported,3,High,abnormal sound caused operational delay; firmware update initiated. sensor replaced critical malfunction,Sensor Issue,3,Medium,Review for Replacement
MD04202,X-Ray Machine,2021-07-09,2021,7,July,4,4,Matched,4-6 Years,RescueTech,Model-100,USA,4885.820332914153,4885.820332914153,Valid,7.87,4,2,1,Failure Reported,1,Low,Routine check completed; voltage spike observed during diagnostics. log cleaned system check passed,Electerical Issue,0,Low,Monitor
MD02642,Infusion Pump,2013-08-23,2013,8,August,12,12,Matched,10+Years,ImagingTech,Model-250,Japan,25025.949255602525,25025.949255602525,Valid,13.83,5,7,1,Failure Reported,3,High,Component inspection after detecting abnormal sound; functionality restored. sensor replaced critical failure,Sensor Issue,4,High,Review for Replacement
MD02653,PET Scanner,2019-04-30,2019,4,April,6,6,Matched,4-6 Years,MedEquip,Model-250,UK,3432.975953367811,3432.975953367811,Valid,8.26,2,0,0,No Failure Reported,1,Low,Routine check completed; overheating observed during diagnostics. minor issue quick fix,Overheating,0,Low,Monitor
MD04622,Defibrillator,2019-10-08,2019,10,October,6,6,Matched,4-6 Years,ScanPro,Model-300,Japan,5881.120623755288,5881.120623755288,Valid,9.96,2,1,1,Failure Reported,2,Medium,Component replacement after detecting circuit failure; functionality restored. moderate delay driver update applied,Electerical Issue,0,Low,Monitor
MD00863,Infusion Pump,2017-09-22,2017,9,September,8,8,Matched,7-9 Years,ScanPro,Model-450,France,8088.968345629712,8088.968345629712,Valid,5.63,2,0,0,No Failure Reported,1,Low,software crash caused operational delay; system reset initiated. software reset minor issue,Software/Data Issue,1,Low,Monitor
MD00522,CT Scanner,2017-09-21,2017,9,September,8,8,Matched,7-9 Years,RescueTech,Model-600,UK,5396.443732003954,5396.443732003954,Valid,9.88,3,2,1,Failure Reported,1,Low,System performance degraded due to abnormal sound; mitigation via inspection. software reset minor issue,Software/Data Issue,1,Low,Monitor
MD01317,CT Scanner,2019-10-12,2019,10,October,6,6,Matched,4-6 Years,CardioSync,Model-400,UK,14768.340799289208,14768.340799289208,Valid,6.94,3,4,1,Failure Reported,2,Medium,Component replacement after detecting overheating; functionality restored. reviewed logs moderate delay,Overheating,2,Medium,Monitor
MD02170,Defibrillator,2013-11-24,2013,11,November,12,12,Matched,10+Years,ImagingTech,Model-650,Italy,9918.986943700384,9918.986943700384,Valid,2.85,3,3,1,Failure Reported,2,Medium,battery wear caused operational delay; recalibration initiated. reviewed logs device required inspection,Battery Issue,2,Medium,Review for Replacement
MD02275,X-Ray Machine,2017-04-05,2017,4,April,8,8,Matched,7-9 Years,CardioSync,Model-600,UK,12802.056841979576,12802.056841979576,Valid,22.9,3,3,1,Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. sensor replaced high priority failure,Sensor Issue,5,High,Review for Replacement
MD02633,MRI Scanner,2013-06-18,2013,6,June,12,12,Matched,10+Years,UltraMed,Model-600,Canada,827.8864179430172,827.8864179430172,Valid,2.03,4,1,1,Failure Reported,1,Low,Routine check completed; data lag observed during diagnostics. log cleaned low priority fault,General Maintenance,1,Low,Monitor
MD00225,Defibrillator,2021-10-25,2021,10,October,4,4,Matched,4-6 Years,RescueTech,Model-650,USA,1873.8200131826893,1873.8200131826893,Valid,7.32,4,1,1,Failure Reported,1,Low,Component inspection after detecting voltage spike; functionality restored. software reset stable condition,Electerical Issue,0,Low,Monitor
MD04224,Defibrillator,2022-05-22,2022,5,May,3,3,Matched,0-3 Years,ScanPro,Model-650,USA,2994.320317344584,2994.320317344584,Valid,14.62,1,1,1,Failure Reported,2,Medium,battery wear caused operational delay; component upgrade initiated. reviewed logs performance warning,Battery Issue,0,Low,Monitor
MD02326,X-Ray Machine,2017-11-24,2017,11,November,8,8,Matched,7-9 Years,ScanPro,Model-350,Japan,3654.300705629166,3654.300705629166,Valid,8.67,5,0,0,No Failure Reported,1,Low,software crash caused operational delay; replacement initiated. software reset temporary glitch,Software/Data Issue,1,Low,Monitor
MD02167,Infusion Pump,2022-09-26,2022,9,September,3,3,Matched,0-3 Years,ImagingTech,Model-550,France,5448.34580348988,5448.34580348988,Valid,5.37,4,0,0,No Failure Reported,1,Low,System performance degraded due to overheating; mitigation via component upgrade. log cleaned stable condition,Overheating,0,Low,Monitor
MD03447,PET Scanner,2020-07-12,2020,7,July,5,5,Matched,4-6 Years,MedEquip,Model-450,USA,2763.4411179519416,2763.4411179519416,Valid,1.18,3,2,1,Failure Reported,1,Low,System performance degraded due to sensor misalignment; mitigation via inspection. log cleaned temporary glitch,Sensor Issue,0,Low,Monitor
MD04194,CT Scanner,2018-07-22,2018,7,July,7,7,Matched,7-9 Years,ImagingTech,Model-500,Italy,385.5637453997359,385.5637453997359,Valid,8.87,1,3,1,Failure Reported,1,Low,Component component upgrade after detecting software crash; functionality restored. quick fix low priority fault,Software/Data Issue,1,Low,Monitor
MD02905,CT Scanner,2018-12-17,2018,12,December,7,7,Matched,7-9 Years,UltraMed,Model-350,Japan,19337.681243991083,19337.681243991083,Valid,13.83,5,1,1,Failure Reported,3,High,System performance degraded due to overheating; mitigation via component upgrade. sensor replaced critical malfunction,Overheating,2,Medium,Monitor
MD01493,X-Ray Machine,2021-08-10,2021,8,August,4,4,Matched,4-6 Years,ScanPro,Model-650,Italy,10593.78420359698,10593.78420359698,Valid,2.49,3,1,1,Failure Reported,2,Medium,Component firmware update after detecting voltage spike; functionality restored. reviewed logs component review,Electerical Issue,0,Low,Monitor
MD03999,MRI Scanner,2014-01-16,2014,1,January,11,11,Matched,10+Years,RescueTech,Model-300,Canada,17080.364725713665,17080.364725713665,Valid,4.79,2,3,1,Failure Reported,3,High,System performance degraded due to overheating; mitigation via component upgrade. reboot failed critical failure,Overheating,4,High,Review for Replacement
MD03761,Defibrillator,2024-01-22,2024,1,January,1,1,Matched,0-3 Years,ScanPro,Model-200,USA,3337.507812775903,3337.507812775903,Valid,2.88,3,5,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via component upgrade. minor issue log file cleared,Overheating,1,Low,Monitor
MD03109,CT Scanner,2022-08-05,2022,8,August,3,3,Matched,0-3 Years,ScanPro,Model-150,Italy,6477.089275133052,6477.089275133052,Valid,5.3,4,4,1,Failure Reported,1,Low,System performance degraded due to sensor misalignment; mitigation via recalibration. minor issue system check passed,Sensor Issue,1,Low,Monitor
MD00177,Infusion Pump,2019-05-11,2019,5,May,6,6,Matched,4-6 Years,CardioSync,Model-600,Japan,3271.7630854695512,3271.7630854695512,Valid,8.25,4,0,0,No Failure Reported,2,Medium,data lag caused operational delay; firmware update initiated. reviewed logs average severity report,Software/Data Issue,0,Low,Monitor
MD04879,Defibrillator,2022-10-02,2022,10,October,3,3,Matched,0-3 Years,RescueTech,Model-400,Canada,18601.925965663915,18601.925965663915,Valid,17.95,3,2,1,Failure Reported,3,High,Component replacement after detecting abnormal sound; functionality restored. data loss sensor replacement,Sensor Issue,3,Medium,Review for Replacement
MD04321,MRI Scanner,2021-03-03,2021,3,March,4,4,Matched,4-6 Years,RescueTech,Model-300,Canada,4612.033660996989,4612.033660996989,Valid,2.91,5,1,1,Failure Reported,2,Medium,Component firmware update after detecting circuit failure; functionality restored. moderate delay device required inspection,Electerical Issue,0,Low,Monitor
MD02314,Defibrillator,2018-05-14,2018,5,May,7,7,Matched,7-9 Years,ImagingTech,Model-500,France,14081.706800011463,14081.706800011463,Valid,5.24,2,5,1,Failure Reported,3,High,Routine check completed; sensor misalignment observed during diagnostics. data loss hardware fault,Sensor Issue,3,Medium,Review for Replacement
MD02951,CT Scanner,2023-05-10,2023,5,May,2,2,Matched,0-3 Years,UltraMed,Model-650,France,15040.280213171824,15040.280213171824,Valid,28.5,5,1,1,Failure Reported,3,High,System performance degraded due to voltage spike; mitigation via recalibration. critical failure emergency shutdown,Electerical Issue,3,Medium,Review for Replacement
MD01274,MRI Scanner,2018-09-16,2018,9,September,7,7,Matched,7-9 Years,ScanPro,Model-250,Canada,5545.314867240058,5545.314867240058,Valid,2.49,3,1,1,Failure Reported,1,Low,System performance degraded due to voltage spike; mitigation via firmware update. minor issue routine reset,Electerical Issue,0,Low,Monitor
MD02757,MRI Scanner,2023-08-04,2023,8,August,2,2,Matched,0-3 Years,RescueTech,Model-450,UK,5196.521645003558,5196.521645003558,Valid,4.49,4,2,1,Failure Reported,2,Medium,Routine check completed; overheating observed during diagnostics. reviewed logs driver update applied,Overheating,0,Low,Monitor
MD04235,X-Ray Machine,2017-03-23,2017,3,March,8,8,Matched,7-9 Years,ScanPro,Model-550,UK,584.4964806436207,584.4964806436207,Valid,6.01,2,2,1,Failure Reported,1,Low,software crash caused operational delay; software patch initiated. log cleaned minor issue,Software/Data Issue,1,Low,Monitor
MD00734,X-Ray Machine,2018-09-12,2018,9,September,7,7,Matched,7-9 Years,CardioSync,Model-550,USA,13466.025528566746,13466.025528566746,Valid,6.3,3,3,1,Failure Reported,3,High,Component component upgrade after detecting circuit failure; functionality restored. sensor replaced system crash,Electerical Issue,3,Medium,Review for Replacement
MD03790,PET Scanner,2020-04-20,2020,4,April,5,5,Matched,4-6 Years,UltraMed,Model-300,France,10764.607955683632,10764.607955683632,Valid,10.83,1,2,1,Failure Reported,2,Medium,System performance degraded due to circuit failure; mitigation via replacement. moderate delay component review,Electerical Issue,0,Low,Monitor
MD03636,CT Scanner,2024-03-27,2024,3,March,1,1,Matched,0-3 Years,ImagingTech,Model-500,UK,6523.960613083053,6523.960613083053,Valid,16.11,4,1,1,Failure Reported,2,Medium,overheating caused operational delay; replacement initiated. moderate delay moderate delay,Overheating,1,Low,Monitor
MD01943,X-Ray Machine,2019-12-05,2019,12,December,6,6,Matched,4-6 Years,ImagingTech,Model-550,UK,4274.935565927233,4274.935565927233,Valid,16.83,1,2,1,Failure Reported,2,Medium,Routine check completed; abnormal sound observed during diagnostics. driver update driver update applied,Software/Data Issue,1,Low,Monitor
MD00799,X-Ray Machine,2019-09-19,2019,9,September,6,6,Matched,4-6 Years,CardioSync,Model-150,Italy,16951.307524379998,16951.307524379998,Valid,17.38,5,1,1,Failure Reported,3,High,Routine check completed; overheating observed during diagnostics. sensor replaced emergency shutdown,Overheating,3,Medium,Review for Replacement
MD03118,Defibrillator,2021-12-04,2021,12,December,4,4,Matched,4-6 Years,MedEquip,Model-500,Canada,3352.180377310747,3352.180377310747,Valid,5.43,1,3,1,Failure Reported,1,Low,overheating caused operational delay; replacement initiated. quick fix quick fix,Overheating,1,Low,Monitor
MD03989,CT Scanner,2019-07-19,2019,7,July,6,6,Matched,4-6 Years,RescueTech,Model-200,France,4203.99542930688,4203.99542930688,Valid,4.99,2,0,0,No Failure Reported,1,Low,Routine check completed; battery wear observed during diagnostics. log cleaned temporary glitch,Battery Issue,0,Low,Monitor
MD02694,CT Scanner,2013-11-18,2013,11,November,12,12,Matched,10+Years,MedEquip,Model-500,UK,2181.4474640448384,2181.4474640448384,Valid,6.54,3,2,1,Failure Reported,1,Low,System performance degraded due to circuit failure; mitigation via recalibration. minor issue low priority fault,Electerical Issue,1,Low,Monitor
MD01698,Infusion Pump,2016-12-25,2016,12,December,9,9,Matched,7-9 Years,ImagingTech,Model-100,Japan,5418.843384006113,5418.843384006113,Valid,27.55,5,0,0,No Failure Reported,3,High,Routine check completed; data lag observed during diagnostics. data loss sensor replacement,Sensor Issue,3,Medium,Monitor
MD03735,PET Scanner,2015-02-22,2015,2,February,10,10,Matched,10+Years,CardioSync,Model-400,UK,12426.3441289712,12426.3441289712,Valid,15.15,4,2,1,Failure Reported,3,High,software crash caused operational delay; inspection initiated. reboot failed sensor replacement,Sensor Issue,4,High,Review for Replacement
MD00013,Defibrillator,2023-08-27,2023,8,August,2,2,Matched,0-3 Years,CardioSync,Model-350,USA,13381.109811486018,13381.109811486018,Valid,12.86,5,1,1,Failure Reported,2,Medium,voltage spike caused operational delay; system reset initiated. reviewed logs driver update applied,Electerical Issue,1,Low,Monitor
MD01083,Defibrillator,2023-05-06,2023,5,May,2,2,Matched,0-3 Years,ScanPro,Model-350,UK,10534.981424508427,10534.981424508427,Valid,7.05,3,1,1,Failure Reported,3,High,System performance degraded due to sensor misalignment; mitigation via component upgrade. sensor replaced emergency shutdown,Sensor Issue,1,Low,Monitor
MD01374,X-Ray Machine,2019-07-05,2019,7,July,6,6,Matched,4-6 Years,ImagingTech,Model-150,UK,5107.4083608066885,5107.4083608066885,Valid,3.77,1,0,0,No Failure Reported,3,High,Component firmware update after detecting abnormal sound; functionality restored. critical failure high priority failure,Software/Data Issue,1,Low,Monitor
MD05291,MRI Scanner,2018-06-09,2018,6,June,7,7,Matched,7-9 Years,CardioSync,Model-350,Canada,11226.856085986576,11226.856085986576,Valid,11.46,2,3,1,Failure Reported,2,Medium,Routine check completed; abnormal sound observed during diagnostics. driver update device required inspection,Software/Data Issue,1,Low,Monitor
MD00333,MRI Scanner,2016-09-19,2016,9,September,9,9,Matched,7-9 Years,ImagingTech,Model-600,Canada,7616.322788536087,7616.322788536087,Valid,14.55,1,0,0,No Failure Reported,2,Medium,Routine check completed; data lag observed during diagnostics. driver update component review,Software/Data Issue,1,Low,Monitor
MD01685,Infusion Pump,2015-09-12,2015,9,September,10,10,Matched,10+Years,ImagingTech,Model-300,France,4623.079333401145,4623.079333401145,Valid,2.88,4,1,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via component upgrade. minor issue log file cleared,Overheating,1,Low,Monitor
MD04148,Defibrillator,2018-05-08,2018,5,May,7,7,Matched,7-9 Years,ScanPro,Model-650,Canada,15164.40676774987,15164.40676774987,Valid,20.33,3,0,0,No Failure Reported,3,High,System performance degraded due to voltage spike; mitigation via firmware update. reboot failed sensor replacement,Electerical Issue,3,Medium,Review for Replacement
MD02637,CT Scanner,2016-07-26,2016,7,July,9,9,Matched,7-9 Years,CardioSync,Model-250,UK,6307.885069043406,6307.885069043406,Valid,1.22,2,2,1,Failure Reported,1,Low,Component recalibration after detecting voltage spike; functionality restored. log cleaned low priority fault,Electerical Issue,1,Low,Monitor
MD02035,PET Scanner,2017-12-29,2017,12,December,8,8,Matched,7-9 Years,ImagingTech,Model-550,USA,6940.121983093849,6940.121983093849,Valid,7.71,4,1,1,Failure Reported,1,Low,Routine check completed; voltage spike observed during diagnostics. minor issue temporary glitch,Electerical Issue,1,Low,Monitor
MD02148,PET Scanner,2022-06-04,2022,6,June,3,3,Matched,0-3 Years,MedEquip,Model-400,USA,15175.87799679714,15175.87799679714,Valid,10.93,5,2,1,Failure Reported,3,High,battery wear caused operational delay; system reset initiated. critical failure critical malfunction,Battery Issue,2,Medium,Monitor
MD02630,Defibrillator,2020-09-25,2020,9,September,5,5,Matched,4-6 Years,UltraMed,Model-550,UK,12178.760783286703,12178.760783286703,Valid,24.93,1,3,1,Failure Reported,3,High,System performance degraded due to data lag; mitigation via inspection. reboot failed high priority failure,General Maintenance,4,High,Review for Replacement
MD04476,Defibrillator,2023-04-27,2023,4,April,2,2,Matched,0-3 Years,UltraMed,Model-300,Japan,27817.07076003279,27817.07076003279,Valid,4.22,3,5,1,Failure Reported,3,High,Component replacement after detecting circuit failure; functionality restored. data loss emergency shutdown,Electerical Issue,3,Medium,Review for Replacement
MD04899,CT Scanner,2022-06-14,2022,6,June,3,3,Matched,0-3 Years,UltraMed,Model-250,USA,25836.030917082146,25836.030917082146,Valid,25.58,5,2,1,Failure Reported,3,High,voltage spike caused operational delay; firmware update initiated. reboot failed sensor replacement,Electerical Issue,3,Medium,Review for Replacement
MD02708,Defibrillator,2019-07-28,2019,7,July,6,6,Matched,4-6 Years,CardioSync,Model-200,Italy,8841.04447496688,8841.04447496688,Valid,13.41,5,4,1,Failure Reported,2,Medium,System performance degraded due to data lag; mitigation via inspection. moderate delay driver update applied,Software/Data Issue,1,Low,Monitor
MD04487,Infusion Pump,2013-12-26,2013,12,December,12,12,Matched,10+Years,CardioSync,Model-150,Italy,9299.868934047172,9299.868934047172,Valid,27.98,1,2,1,Failure Reported,3,High,data lag caused operational delay; component upgrade initiated. sensor replaced emergency shutdown,Sensor Issue,3,Medium,Monitor
MD05357,MRI Scanner,2015-09-25,2015,9,September,10,10,Matched,10+Years,RescueTech,Model-350,USA,15447.453475882132,15447.453475882132,Valid,15.03,1,4,1,Failure Reported,3,High,Routine check completed; data lag observed during diagnostics. reboot failed high priority failure,General Maintenance,5,High,Review for Replacement
MD01355,Defibrillator,2023-08-28,2023,8,August,2,2,Matched,0-3 Years,ScanPro,Model-300,France,7567.301292166805,7567.301292166805,Valid,8.88,1,1,1,Failure Reported,3,High,sensor misalignment caused operational delay; replacement initiated. reboot failed high priority failure,Sensor Issue,1,Low,Monitor
MD05145,Infusion Pump,2023-12-14,2023,12,December,2,2,Matched,0-3 Years,ImagingTech,Model-100,UK,14070.464077847266,14070.464077847266,Valid,9.83,3,3,1,Failure Reported,3,High,System performance degraded due to overheating; mitigation via software patch. data loss critical malfunction,Overheating,3,Medium,Review for Replacement
MD00678,Infusion Pump,2017-07-12,2017,7,July,8,8,Matched,7-9 Years,ScanPro,Model-350,Japan,8854.740835497692,8854.740835497692,Valid,15.67,4,2,1,Failure Reported,3,High,Component software patch after detecting data lag; functionality restored. reboot failed urgent inspection needed,Software/Data Issue,3,Medium,Monitor
